Observation.Date,Year,Species,General.Type,eBird.Group,Count,Substrate,Repeat.Observation,Sex,Breeding.Activity,Slough.Water.Elevation..ft.
6/19/2019,2019,Western Gull,Gulls & Terns,"Gulls, Terns, and Skimmers",10,Mud,No,,,6.55
6/19/2019,2019,Western Gull,Gulls & Terns,"Gulls, Terns, and Skimmers",2,Mud,No,,,6.55
6/19/2019,2019,Wrentit,Insectivores - Terrestrial,"Parrotbills, Wrentit, and Allies",1,Vegetation - Tree,No,,,6.55
6/24/2020,2020,Wrentit,Insectivores - Terrestrial,"Parrotbills, Wrentit, and Allies",1,Vegetation - Tree,No,,Carrying Nest Material,5.5
6/24/2020,2020,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",2,Vegetation - Tree,No,,Feeding/Begging,5.5
6/24/2020,2020,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Herbaceous,No,,Feeding/Begging,5.5
6/24/2020,2020,Canada Goose,Waterfowl & Friends,Waterfowl,7,Mud,Yes,,Fledgling,5.5
6/24/2020,2020,Western Snowy Plover,Shorebirds,Shorebirds,2,Bare ground,No,,Fledgling,5.5
6/24/2020,2020,Cooper's Hawk,Raptors,"Vultures, Hawks, and Allies",2,Vegetation - Tree,No,,Nest with eggs or chicks,5.5
6/24/2020,2020,Allen's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Allen's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",3,Vegetation - Tree,No,,,5.5
6/24/2020,2020,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",2,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",3,Bare ground,No,,,5.5
6/24/2020,2020,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Air/Flyover,No,,,5.5
6/24/2020,2020,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Air/Flyover,No,,,5.5
6/24/2020,2020,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Air/Flyover,No,,,5.5
6/24/2020,2020,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Mud,No,,,5.5
6/24/2020,2020,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Log,No,,,5.5
6/24/2020,2020,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Mud,No,,,5.5
6/24/2020,2020,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,5.5
6/24/2020,2020,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",2,,No,,,5.5
6/24/2020,2020,Black-crowned Night-Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Bare ground,No,,,5.5
6/24/2020,2020,Black-crowned Night-Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",2,Air/Flyover,No,,,5.5
6/24/2020,2020,Brown-headed Cowbird,Seed & Fruit Eaters,Blackbirds,5,Other,No,,,5.5
6/24/2020,2020,Bushtit,Insectivores - Terrestrial,Penduline-Tits and Long-tailed Tits,1,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,California Towhee,Omnivores,New World Sparrows,1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Canada Goose,Waterfowl & Friends,Waterfowl,6,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Caspian Tern,Gulls & Terns,"Gulls, Terns, and Skimmers",3,Air/Flyover,No,,,5.5
6/24/2020,2020,Cliff Swallow,Insectivores - Aerial,Martins and Swallows,1,Air/Flyover,No,,,5.5
6/24/2020,2020,Cliff Swallow,Insectivores - Aerial,Martins and Swallows,10,Air/Flyover,No,,,5.5
6/24/2020,2020,Cliff Swallow,Insectivores - Aerial,Martins and Swallows,2,Air/Flyover,No,,,5.5
6/24/2020,2020,Cliff Swallow,Insectivores - Aerial,Martins and Swallows,3,Air/Flyover,No,,,5.5
6/24/2020,2020,Cliff Swallow,Insectivores - Aerial,Martins and Swallows,180,Air/Flyover,No,,,5.5
6/24/2020,2020,Cliff Swallow,Insectivores - Aerial,Martins and Swallows,2,Air/Flyover,No,,,5.5
6/24/2020,2020,Common Yellowthroat,Warblers,Wood-Warblers,2,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,Common Yellowthroat,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Cooper's Hawk,Raptors,"Vultures, Hawks, and Allies",1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Great Horned Owl,Raptors,Owls,4,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Hooded Oriole,Insectivores - Terrestrial,Blackbirds,1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",4,Fence,No,,,5.5
6/24/2020,2020,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",6,Fence,No,,,5.5
6/24/2020,2020,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",5,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",5,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,House Sparrow,Omnivores,Old World Sparrows,10,Bare ground,No,,,5.5
6/24/2020,2020,House Sparrow,Omnivores,Old World Sparrows,1,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Killdeer,Shorebirds,Shorebirds,1,Mud,No,,,5.5
6/24/2020,2020,Killdeer,Shorebirds,Shorebirds,1,Bare ground,No,,,5.5
6/24/2020,2020,Lark Sparrow,Seed & Fruit Eaters,New World Sparrows,1,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Lark Sparrow,Seed & Fruit Eaters,New World Sparrows,1,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Lark Sparrow,Seed & Fruit Eaters,New World Sparrows,1,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Lark Sparrow,Seed & Fruit Eaters,New World Sparrows,1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,Loggerhead Shrike,Raptors,Shrikes,1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Mallard,Waterfowl & Friends,Waterfowl,14,Water - Floating,No,,,5.5
6/24/2020,2020,Mallard,Waterfowl & Friends,Waterfowl,7,Water - Floating,No,,,5.5
6/24/2020,2020,Mallard,Waterfowl & Friends,Waterfowl,5,Water - Wading,No,,,5.5
6/24/2020,2020,Mallard,Waterfowl & Friends,Waterfowl,7,Water - Wading,No,,,5.5
6/24/2020,2020,Mallard,Waterfowl & Friends,Waterfowl,8,Water - Floating,No,,,5.5
6/24/2020,2020,Mallard,Waterfowl & Friends,Waterfowl,5,Mud,No,,,5.5
6/24/2020,2020,Mallard,Waterfowl & Friends,Waterfowl,5,Water - Floating,No,,,5.5
6/24/2020,2020,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,1,Air/Flyover,No,,,5.5
6/24/2020,2020,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,2,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Northern Mockingbird,Omnivores,"Catbirds, Mockingbirds, and Thrashers",1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Nuttall's Woodpecker,Insectivores - Terrestrial,Woodpeckers,1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Red-shouldered Hawk,Raptors,"Vultures, Hawks, and Allies",1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Red-shouldered Hawk,Raptors,"Vultures, Hawks, and Allies",1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Red-tailed Hawk,Raptors,"Vultures, Hawks, and Allies",1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Red-tailed Hawk,Raptors,"Vultures, Hawks, and Allies",1,Air/Flyover,No,,,5.5
6/24/2020,2020,Red-winged Blackbird,Insectivores - Terrestrial,Blackbirds,2,Air/Flyover,No,,,5.5
6/24/2020,2020,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,3,Building,No,,,5.5
6/24/2020,2020,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,15,Building,No,,,5.5
6/24/2020,2020,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,25,Bare ground,No,,,5.5
6/24/2020,2020,Ruddy Duck,Waterfowl & Friends,Waterfowl,1,Water - Floating,No,,,5.5
6/24/2020,2020,Savannah Sparrow (Belding's),Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,Savannah Sparrow (Belding's),Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,3,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,Snowy Egret,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Mud,No,,,5.5
6/24/2020,2020,Snowy Egret,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Mud,No,,,5.5
6/24/2020,2020,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Bare ground,No,,,5.5
6/24/2020,2020,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Shrub,No,,,5.5
6/24/2020,2020,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Bare ground,No,,,5.5
6/24/2020,2020,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Tree,No,,,5.5
6/24/2020,2020,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,5.5
6/24/2020,2020,Western Bluebird,Insectivores - Terrestrial,Thrushes,1,Habitat Feature - Snag,No,,,5.5
6/24/2020,2020,Western Gull,Gulls & Terns,"Gulls, Terns, and Skimmers",2,Mud,No,,,5.5
6/24/2020,2020,Western Gull,Gulls & Terns,"Gulls, Terns, and Skimmers",1,Air/Flyover,No,,,5.5
6/24/2020,2020,Western Sandpiper,Shorebirds,Shorebirds,3,Mud,No,,,5.5
6/24/2021,2021,Northern Mockingbird,Omnivores,"Catbirds, Mockingbirds, and Thrashers",2,Vegetation - Tree,No,,Feeding/Begging,4.8
6/24/2021,2021,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",2,Vegetation - Herbaceous,No,,Feeding/Begging,4.8
6/24/2021,2021,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,2,Vegetation - Herbaceous,No,,Feeding/Begging,4.8
6/24/2021,2021,Song Sparrow,Insectivores - Terrestrial,New World Sparrows,3,Vegetation - Shrub,No,,Feeding/Begging,4.8
6/24/2021,2021,Canada Goose,Waterfowl & Friends,Waterfowl,5,Water - Floating,No,,Other,4.8
6/24/2021,2021,Allen's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,Allen's Hummingbird,Hummingbirds,Hummingbirds,1,Air,No,,,4.8
6/24/2021,2021,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",3,Air,No,,,4.8
6/24/2021,2021,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",2,Air,No,,,4.8
6/24/2021,2021,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",1,Air,No,,,4.8
6/24/2021,2021,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",4,Bare ground,No,,,4.8
6/24/2021,2021,American Crow,Omnivores,"Jays, Magpies, Crows, and Ravens",2,Air,No,,,4.8
6/24/2021,2021,American Kestrel,Raptors,Falcons and Caracaras,1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,American Kestrel,Raptors,Falcons and Caracaras,1,Habitat Feature - Snag,Yes,,,4.8
6/24/2021,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,3,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,1,Air,No,,,4.8
6/24/2021,2021,Anna's Hummingbird,Hummingbirds,Hummingbirds,2,Air,No,,,4.8
6/24/2021,2021,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Bewick's Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,Black-crowned Night-Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",5,Bare ground,No,,,4.8
6/24/2021,2021,Black-crowned Night-Heron,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Water - Wading,No,,,4.8
6/24/2021,2021,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Log,No,,,4.8
6/24/2021,2021,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,4.8
6/24/2021,2021,Black Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,4.8
6/24/2021,2021,California Towhee,Omnivores,New World Sparrows,2,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,California Towhee,Omnivores,New World Sparrows,1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,California Towhee,Omnivores,New World Sparrows,1,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,California Towhee,Omnivores,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,California Towhee,Omnivores,New World Sparrows,2,Fence,No,,,4.8
6/24/2021,2021,California Towhee,Omnivores,New World Sparrows,1,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,California Towhee,Omnivores,New World Sparrows,1,Bare ground,No,,,4.8
6/24/2021,2021,California Towhee,Omnivores,New World Sparrows,1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Snag,No,,,4.8
6/24/2021,2021,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Fence,No,,,4.8
6/24/2021,2021,Cassin's Kingbird,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Water - Wading,No,,,4.8
6/24/2021,2021,Cliff Swallow,Insectivores - Aerial,Martins and Swallows,5,Air,No,,,4.8
6/24/2021,2021,Cliff Swallow,Insectivores - Aerial,Martins and Swallows,10,Air,No,,,4.8
6/24/2021,2021,Cliff Swallow,Insectivores - Aerial,Martins and Swallows,2,Air,No,,,4.8
6/24/2021,2021,Cliff Swallow,Insectivores - Aerial,Martins and Swallows,5,Air,No,,,4.8
6/24/2021,2021,Cliff Swallow,Insectivores - Aerial,Martins and Swallows,2,Air,No,,,4.8
6/24/2021,2021,Cliff Swallow,Insectivores - Aerial,Martins and Swallows,5,Air,No,,,4.8
6/24/2021,2021,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Common Yellowthroat,Warblers,Wood-Warblers,1,,No,,,4.8
6/24/2021,2021,Common Yellowthroat,Warblers,Wood-Warblers,2,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,FALSE,,4.8
6/24/2021,2021,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,Common Yellowthroat,Warblers,Wood-Warblers,1,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,Cooper's Hawk,Raptors,"Vultures, Hawks, and Allies",1,Flyover,No,,,4.8
6/24/2021,2021,Cooper's Hawk,Raptors,"Vultures, Hawks, and Allies",1,Air,No,,,4.8
6/24/2021,2021,Cooper's Hawk,Raptors,"Vultures, Hawks, and Allies",1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Eurasian Collared-Dove,Seed & Fruit Eaters,Pigeons and Doves,1,Air,No,,,4.8
6/24/2021,2021,European Starling,Insectivores - Terrestrial,Starlings and Mynas,3,Flyover,No,,,4.8
6/24/2021,2021,Great Egret,"Herons, Egrets, Ibis","Herons, Ibis, and Allies",1,Water - Wading,No,,,4.8
6/24/2021,2021,Great Horned Owl,Raptors,Owls,1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Greater Yellowlegs,Shorebirds,Shorebirds,2,Water - Wading,No,,,4.8
6/24/2021,2021,Greater Yellowlegs,Shorebirds,Shorebirds,1,Water - Wading,No,,,4.8
6/24/2021,2021,Hooded Oriole,Insectivores - Terrestrial,Blackbirds,1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Tree,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",3,Vegetation - Tree,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",3,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",5,Vegetation - Tree,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",15,,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",7,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",3,Vegetation - Tree,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",2,Vegetation - Tree,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Fence,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",3,Vegetation - Tree,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",6,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",5,Fence,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",6,Vegetation - Tree,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",4,Fence,No,,,4.8
6/24/2021,2021,House Finch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",10,Vegetation - Tree,No,,,4.8
6/24/2021,2021,House Sparrow,Omnivores,Old World Sparrows,2,Vegetation - Tree,No,,,4.8
6/24/2021,2021,House Sparrow,Omnivores,Old World Sparrows,6,Bare ground,No,,,4.8
6/24/2021,2021,House Wren,Insectivores - Terrestrial,Wrens,1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Killdeer,Shorebirds,Shorebirds,1,Bare ground,No,,,4.8
6/24/2021,2021,Lark Sparrow,Seed & Fruit Eaters,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Lesser Goldfinch,Seed & Fruit Eaters,"Finches, Euphonias, and Allies",1,Fence,No,,,4.8
6/24/2021,2021,Mallard,Waterfowl & Friends,Waterfowl,2,Water - Floating,No,,,4.8
6/24/2021,2021,Mallard,Waterfowl & Friends,Waterfowl,1,Water - Floating,No,,,4.8
6/24/2021,2021,Mallard,Waterfowl & Friends,Waterfowl,1,Water - Floating,No,,,4.8
6/24/2021,2021,Mallard,Waterfowl & Friends,Waterfowl,15,Water - Floating,No,,,4.8
6/24/2021,2021,Mallard,Waterfowl & Friends,Waterfowl,3,Water - Floating,No,,,4.8
6/24/2021,2021,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,3,,No,,,4.8
6/24/2021,2021,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,2,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Mourning Dove,Seed & Fruit Eaters,Pigeons and Doves,1,Air,No,,,4.8
6/24/2021,2021,Oak Titmouse,Insectivores - Terrestrial,"Tits, Chickadees, and Titmice",1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Pied-billed Grebe,Waterfowl & Friends,Grebes,1,Water - Floating,No,,,4.8
6/24/2021,2021,Red-shouldered Hawk,Raptors,"Vultures, Hawks, and Allies",1,Vegetation - Tree,Yes,,,4.8
6/24/2021,2021,Red-shouldered Hawk,Raptors,"Vultures, Hawks, and Allies",2,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Red-tailed Hawk,Raptors,"Vultures, Hawks, and Allies",1,Vegetation - Tree,No,,,4.8
6/24/2021,2021,Red-tailed Hawk,Raptors,"Vultures, Hawks, and Allies",1,Habitat Feature - Snag,Yes,,,4.8
6/24/2021,2021,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,2,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,1,Air,No,,,4.8
6/24/2021,2021,Rock Pigeon (Feral Pigeon),Seed & Fruit Eaters,Pigeons and Doves,2,Building,No,,,4.8
6/24/2021,2021,Savannah Sparrow (Belding's),Insectivores - Terrestrial,New World Sparrows,1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Herbaceous,No,,,4.8
6/24/2021,2021,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Habitat Feature - Log,No,,,4.8
6/24/2021,2021,Say's Phoebe,Insectivores - Aerial,"Tyrant Flycatchers: Pewees, Kingbirds, and Allies",1,Vegetation - Shrub,No,,,4.8
6/24/2021,2021,Scaly-breasted Munia,Seed & Fruit Eaters,Estrildids,2,Vegetation - Tree,No,,,4.8
